XM_009121514.3	gene-LOC103844700
XM_009132662.3	gene-LOC103855652
XM_033289155.1	gene-LOC103855654
XM_009132664.2	gene-LOC103855653
XM_033289057.1	gene-LOC103855655
XM_009132668.3	gene-LOC103855656
XM_009132669.3	gene-LOC103855657
XM_009132670.3	gene-LOC103855659
XM_033289147.1	gene-LOC103855660
XM_009132671.2	gene-LOC103855660
XM_009132672.3	gene-LOC103855661
XM_009132673.3	gene-LOC103855661
XM_033289211.1	gene-LOC103855663
XM_009132677.3	gene-LOC103855663
XM_033289158.1	gene-LOC103855662
XM_033289161.1	gene-LOC103855662
XM_033289160.1	gene-LOC103855662
XM_033289159.1	gene-LOC103855662
XM_009132681.3	gene-LOC103855664
XM_009132680.3	gene-LOC103855664
XM_009132679.3	gene-LOC103855664
XM_009132684.3	gene-LOC103855666
XM_033289215.1	gene-LOC103855668
XM_009132688.3	gene-LOC103855669
XM_033289206.1	gene-LOC103855670
XM_009133966.2	gene-LOC103856834
XM_009132690.3	gene-LOC103855671
XM_009132692.3	gene-LOC103855672
XM_009132693.3	gene-LOC103855674
XM_033289193.1	gene-LOC103855675
XM_009132694.3	gene-LOC103855675
XM_009132696.3	gene-LOC103855676
XM_009132697.3	gene-LOC103855676
XM_009132698.3	gene-LOC103855677
XM_009132699.3	gene-LOC103855678
XM_009132700.3	gene-LOC103855679
XM_009132701.3	gene-LOC103855679
XM_009132703.3	gene-LOC103855681
XM_009132702.3	gene-LOC103855680
XM_009132704.3	gene-LOC103855684
XM_033289058.1	gene-LOC103856836
XM_033289063.1	gene-LOC103855687
XM_009132708.3	gene-LOC103855689
XM_009132707.2	gene-LOC103855689
XM_009132706.3	gene-LOC103855688
XM_009132711.3	gene-LOC103855694
XM_009132709.3	gene-LOC117125608
XM_033287171.1	gene-LOC103855695
XM_009132713.2	gene-LOC103855696
XM_009132714.3	gene-LOC103855697
XM_033288728.1	gene-LOC103855699
XM_009132717.2	gene-LOC103855703
XM_009132719.2	gene-LOC103855703
XM_033288729.1	gene-LOC103855703
XM_009132720.3	gene-LOC103855705
XM_009132725.3	gene-LOC103855710
XM_009132724.3	gene-LOC103855709
XM_009132723.2	gene-LOC103855708
XM_033288733.1	gene-LOC103855707
XM_018657889.2	gene-LOC103855707
XM_009132721.3	gene-LOC103855706
XM_009132726.3	gene-LOC103855711
XM_009132727.2	gene-LOC103855712
XM_009132728.3	gene-LOC103855713
XM_018658112.2	gene-LOC103855714
XM_009132731.3	gene-LOC103855716
XM_009132730.2	gene-LOC103855715
XM_033288734.1	gene-LOC108871137
XM_033288730.1	gene-LOC103855717
XM_033288731.1	gene-LOC103855717
XM_033288732.1	gene-LOC103855717
XM_009132734.3	gene-LOC103855718
XM_009132735.2	gene-LOC103855720
XM_009132738.3	gene-LOC103855722
XM_009132736.3	gene-LOC103855721
XM_009132739.3	gene-LOC103855723
XM_009133972.3	gene-LOC103856843
XM_009132740.3	gene-LOC103855724
XM_009132741.3	gene-LOC103855725
XM_009132742.3	gene-LOC103855726
XM_009133974.3	gene-LOC103856844
XM_033288611.1	gene-LOC103856844
XM_033288612.1	gene-LOC117125751
XM_033288613.1	gene-LOC117125751
XM_009132744.3	gene-LOC103855728
XM_009132743.3	gene-LOC103855727
XM_009132747.3	gene-LOC103855731
XM_009132748.2	gene-LOC103855732
XM_018657522.2	gene-LOC103855733
XM_033288615.1	gene-LOC103855734
XM_033288616.1	gene-LOC103855734
XM_033288614.1	gene-LOC103855735
XM_009132753.3	gene-LOC103855736
NM_001301977.1	gene-LOC103855736
XM_009132755.3	gene-LOC103855738
XM_033288610.1	gene-LOC103855739
XM_018657582.2	gene-LOC103855739
XM_033289065.1	gene-LOC117125611
XM_009132757.2	gene-LOC103855740
XM_009132758.3	gene-LOC103855741
XM_009132759.3	gene-LOC103855742
XM_009132760.3	gene-LOC103855743
XM_009132761.3	gene-LOC103855744
XM_009132763.3	gene-LOC103855744
XM_009132764.3	gene-LOC103855744
XM_009132762.3	gene-LOC103855744
XM_033286929.1	gene-LOC103855744
XM_009132765.3	gene-LOC103855745
XM_033286930.1	gene-LOC103855746
XM_009132768.3	gene-LOC103855746
XM_009132766.3	gene-LOC103855746
XM_009132774.3	gene-LOC103855749
XM_009132772.2	gene-LOC103855748
XM_033289041.1	gene-LOC103855748
XM_033289042.1	gene-LOC103855748
XM_033289039.1	gene-LOC103855747
XM_009132769.3	gene-LOC103855747
XM_009132771.3	gene-LOC103855747
XM_009132775.2	gene-LOC103855750
XM_009132777.3	gene-LOC103855751
XM_009132776.3	gene-LOC103855751
XM_009132778.3	gene-LOC103855752
XM_009132779.3	gene-LOC103855753
XM_009132780.3	gene-LOC103855755
XM_033289044.1	gene-LOC103855755
XM_033289045.1	gene-LOC103855756
XM_018657912.2	gene-LOC103855756
XM_033289046.1	gene-LOC103855756
XM_018657914.2	gene-LOC108871367
XM_009132783.3	gene-LOC103855757
XM_033289040.1	gene-LOC103855758
XM_009132784.3	gene-LOC103855758
XM_009132789.3	gene-LOC103855759
XM_009132786.3	gene-LOC103855759
XM_033289037.1	gene-LOC103855759
XM_009132787.3	gene-LOC103855759
XM_009132788.3	gene-LOC103855759
XM_009132785.3	gene-LOC103855759
XM_033289038.1	gene-LOC103855759
XM_009132790.3	gene-LOC103855760
XM_033286647.1	gene-LOC103855761
XM_009132792.3	gene-LOC103855762
XM_009132793.3	gene-LOC103855763
XM_033286639.1	gene-LOC103855763
XM_009132794.3	gene-LOC103855764
XM_009132796.3	gene-LOC103855765
XM_009132797.3	gene-LOC103855765
XM_009132800.3	gene-LOC103855765
XM_009132801.3	gene-LOC103855766
XM_018657761.2	gene-LOC103855768
XM_009132802.3	gene-LOC103855769
XM_018657760.2	gene-LOC103855770
XM_009132806.2	gene-LOC103855774
XM_009132805.3	gene-LOC103855773
XM_009132807.3	gene-LOC103855775
XM_009132808.3	gene-LOC103855776
XM_009132809.3	gene-LOC103855776
XM_009132810.3	gene-LOC103855777
XM_009132811.3	gene-LOC103855778
XM_009132812.3	gene-LOC103855779
XM_009132814.3	gene-LOC103855780
XM_009132815.3	gene-LOC103855781
XM_009132817.3	gene-LOC103855783
XM_033286634.1	gene-LOC103855783
XM_009132816.2	gene-LOC103855782
XM_018658085.2	gene-LOC103855784
XM_009132818.3	gene-LOC103855784
XM_009132820.3	gene-LOC103855786
XM_009132821.3	gene-LOC103855786
XM_009132822.3	gene-LOC103855788
XM_009132823.3	gene-LOC103855788
XM_033286642.1	gene-LOC103855790
XM_009132825.3	gene-LOC103855790
XM_009132827.3	gene-LOC103855790
XM_009132824.3	gene-LOC103855789
XM_009133975.3	gene-LOC103856846
XM_009132830.3	gene-LOC103855792
XM_033286644.1	gene-LOC103855794
XM_033286643.1	gene-LOC103855794
XM_033286646.1	gene-LOC103855794
XM_033286645.1	gene-LOC103855794
XM_009132831.3	gene-LOC103855795
XM_033286655.1	gene-LOC103855797
XM_009132834.3	gene-LOC103855800
XM_009132836.3	gene-LOC103855800
XM_033286635.1	gene-LOC103855800
XM_009132840.3	gene-LOC103855803
XM_033286632.1	gene-LOC103855803
XM_033286633.1	gene-LOC103855803
XM_033286631.1	gene-LOC103855802
XM_009132837.3	gene-LOC103855801
XM_033286637.1	gene-LOC103855804
XM_009132842.3	gene-LOC103855804
XM_009132843.3	gene-LOC103855805
XM_018657708.2	gene-LOC103855805
XM_009132845.3	gene-LOC103855807
XM_033286640.1	gene-LOC103855808
XM_033286638.1	gene-LOC103833633
XM_009132849.3	gene-LOC103855809
XM_018657858.2	gene-LOC103855810
XM_033286649.1	gene-LOC103855810
XM_018657857.2	gene-LOC103855810
XM_033286652.1	gene-LOC103855810
XM_009132851.3	gene-LOC103855810
XM_033286651.1	gene-LOC103855810
XM_033286648.1	gene-LOC103855810
XM_033286650.1	gene-LOC103855810
XM_009132853.3	gene-LOC103855811
XM_033286636.1	gene-LOC103855812
XM_009132855.3	gene-LOC103855813
XM_009132857.2	gene-LOC103855814
XM_009132858.3	gene-LOC103855815
XM_009132859.3	gene-LOC103855816
XM_033286904.1	gene-LOC103855817
XM_009132861.3	gene-LOC103855818
XM_009132862.3	gene-LOC103855819
XM_009132863.3	gene-LOC103855820
XM_009132864.3	gene-LOC103855822
XM_009132865.3	gene-LOC103855823
XM_033286915.1	gene-LOC103855824
XM_009132866.3	gene-LOC103855824
XM_009132868.3	gene-LOC103855825
XM_009132870.3	gene-LOC103855827
XM_009132869.3	gene-LOC103855826
XM_009132871.3	gene-LOC103855828
XM_009132872.3	gene-LOC103855829
XM_009132873.3	gene-LOC103855830
XM_009132874.3	gene-LOC103855831
XM_033286921.1	gene-LOC103855833
XM_033286922.1	gene-LOC103855833
XM_033286924.1	gene-LOC103855833
XM_033286923.1	gene-LOC103855833
XM_033286925.1	gene-LOC103855833
XM_009132876.3	gene-LOC103855835
XM_009132878.3	gene-LOC103855836
XM_009132880.3	gene-LOC103855837
XM_009132879.3	gene-LOC103855837
XM_033286895.1	gene-LOC103855838
XM_009132881.3	gene-LOC103855838
XM_033286926.1	gene-LOC103855839
XM_009132883.3	gene-LOC103855840
XM_009132884.3	gene-LOC103855841
XM_033286918.1	gene-LOC103855841
XM_009132885.3	gene-LOC103855843
XM_009132886.3	gene-LOC103855844
XM_033286908.1	gene-LOC103855845
XM_009132888.3	gene-LOC103855846
XM_009132889.3	gene-LOC103855847
XM_009132890.3	gene-LOC103855848
XM_009132891.3	gene-LOC103855848
XM_009132892.3	gene-LOC103855849
XM_018657219.2	gene-LOC103855850
XM_009132893.3	gene-LOC103855850
XM_009132894.3	gene-LOC103855851
XM_009132895.3	gene-LOC103855851
XM_009132896.3	gene-LOC103855853
NM_001302062.1	gene-LOC103855854
XM_009132899.3	gene-LOC103855855
XM_009132900.3	gene-LOC103855856
XM_009132901.3	gene-LOC103855857
XM_033286912.1	gene-LOC103855858
XM_033286911.1	gene-LOC103855858
XM_033286914.1	gene-LOC103855858
XM_033286913.1	gene-LOC103855858
XM_009132903.3	gene-LOC103855860
XM_033286893.1	gene-LOC103855862
XM_009132906.3	gene-LOC103855863
XM_009132908.3	gene-LOC103855864
XM_018657471.2	gene-LOC103855865
XM_009132909.3	gene-LOC103855865
XM_033286920.1	gene-LOC103855866
XM_009132911.3	gene-LOC103855867
XM_009132912.3	gene-LOC103855869
XM_009132913.3	gene-LOC103855869
XM_009132914.2	gene-LOC103855870
XM_009132916.3	gene-LOC103855871
XM_009132917.3	gene-LOC103855872
XM_018657468.2	gene-LOC103855872
XM_033286900.1	gene-LOC103855873
XM_009132919.3	gene-LOC103855873
XM_009132920.3	gene-LOC103855874
XM_009132921.3	gene-LOC103855875
XM_033286899.1	gene-LOC103855875
XM_009132922.3	gene-LOC103855876
XM_009132924.3	gene-LOC103855879
XM_018657470.2	gene-LOC103855877
XM_009132923.2	gene-LOC103855877
XM_033286901.1	gene-LOC103855877
XM_033286902.1	gene-LOC103855877
XM_033289070.1	gene-LOC117133054
XM_009132928.3	gene-LOC103855881
XM_009132926.3	gene-LOC103855881
XM_009132925.3	gene-LOC103855880
XM_009132929.3	gene-LOC103855882
XM_033286916.1	gene-LOC103856849
XM_033286928.1	gene-LOC103855883
XM_009132932.3	gene-LOC103855884
XM_009132931.3	gene-LOC103855884
XM_009132933.3	gene-LOC103855885
XM_009132934.2	gene-LOC103855886
XM_009132935.3	gene-LOC103855888
XM_018657469.2	gene-LOC103855889
XM_009132936.3	gene-LOC103855890
XM_033286905.1	gene-LOC103855890
XM_033286907.1	gene-LOC103855890
XM_033286906.1	gene-LOC103855890
XM_009132939.3	gene-LOC103855892
XM_009132940.3	gene-LOC103855893
XM_009132941.3	gene-LOC103855894
XM_018657028.2	gene-LOC103855895
XM_033286909.1	gene-LOC103855895
XM_009132943.3	gene-LOC103855896
XM_033286919.1	gene-LOC103855898
XM_009132945.3	gene-LOC103855900
XM_009132948.3	gene-LOC103855902
XM_033286896.1	gene-LOC103855902
XM_033286897.1	gene-LOC103855902
XM_033286898.1	gene-LOC103855902
XM_009132949.3	gene-LOC103855903
XM_033286903.1	gene-LOC103855903
XM_009132950.3	gene-LOC103855904
XM_033286894.1	gene-LOC103855905
XM_018657075.2	gene-LOC103855905
XM_018657076.2	gene-LOC103855905
XM_009132952.2	gene-LOC103855906
XM_009132953.3	gene-LOC103855907
XM_009132955.3	gene-LOC103855908
XM_009132954.3	gene-LOC103855908
XM_033288981.1	gene-LOC103855910
XM_033288982.1	gene-LOC103855910
XM_009132956.3	gene-LOC103855910
XM_009132957.3	gene-LOC103855910
XM_033289088.1	gene-LOC117133058
XM_009132959.3	gene-LOC103855912
XM_009132960.3	gene-LOC103855913
XM_009132961.3	gene-LOC103855914
XM_009132963.3	gene-LOC103855916
XM_033288980.1	gene-LOC103855916
XM_009132962.2	gene-LOC103855915
XM_009132965.3	gene-LOC103855917
XM_018658095.2	gene-LOC103855917
XM_009132964.3	gene-LOC103855917
XM_009132967.3	gene-LOC103855920
XM_009132968.3	gene-LOC103855921
XM_009132970.3	gene-LOC103855921
XM_009132973.3	gene-LOC103855922
XM_009132971.3	gene-LOC103855922
XM_009132972.3	gene-LOC103855922
XM_009132974.3	gene-LOC103855922
XM_018657828.2	gene-LOC103855923
XM_009132977.3	gene-LOC103855926
XM_009132975.3	gene-LOC103855925
XM_033286586.1	gene-LOC103855927
XM_009132978.3	gene-LOC103855927
XM_009132981.3	gene-LOC103855931
XM_009132980.3	gene-LOC103855930
XM_009132979.3	gene-LOC103855929
XM_009132982.3	gene-LOC103855932
XM_009132983.3	gene-LOC103855932
XM_009132984.3	gene-LOC103855934
XM_009132985.3	gene-LOC103855935
XM_009132987.3	gene-LOC103855936
XM_009132988.2	gene-LOC103855936
XM_009132991.2	gene-LOC103855937
XM_009132989.2	gene-LOC103855937
XM_009132990.2	gene-LOC103855937
XM_033289094.1	gene-LOC117133061
XM_033286609.1	gene-LOC117132471
XM_033286610.1	gene-LOC117132471
XM_033289095.1	gene-LOC117133062
XM_033289099.1	gene-LOC117133063
XM_033286608.1	gene-LOC117132470
XM_009132993.2	gene-LOC103855940
XM_009132994.3	gene-LOC103855940
XM_009132995.3	gene-LOC103855942
XM_033289100.1	gene-LOC103856850
XM_009132996.2	gene-LOC103855944
XM_033286614.1	gene-LOC103855945
XM_009132999.3	gene-LOC103855946
XM_009133000.3	gene-LOC103855949
XM_009133001.3	gene-LOC103855950
NM_001301889.1	gene-LOC103249161
XM_009133003.3	gene-LOC103855952
XM_009133006.3	gene-LOC103855953
XM_033286611.1	gene-LOC103856852
XM_033286566.1	gene-LOC103855954
XM_009133008.3	gene-LOC103855954
XM_009133007.3	gene-LOC103855954
XM_009133009.3	gene-LOC103855955
XM_009133010.3	gene-LOC103855956
XM_009133011.3	gene-LOC103855957
XM_033286613.1	gene-LOC103855958
XM_009133015.3	gene-LOC103855960
XM_009133017.3	gene-LOC103855961
XM_009133018.3	gene-LOC103855963
XM_009133019.3	gene-LOC103855964
XM_009133021.3	gene-LOC103855966
XM_033286572.1	gene-LOC103855965
XM_033286571.1	gene-LOC103855965
XM_033286570.1	gene-LOC103855965
XM_018657035.2	gene-LOC103855965
XM_033289101.1	gene-LOC117133064
XM_033289102.1	gene-LOC103855967
XM_033286577.1	gene-LOC117132468
XM_033286576.1	gene-LOC117132468
XM_033286565.1	gene-LOC108871146
XM_033286589.1	gene-LOC103855972
XM_033286592.1	gene-LOC103855971
XM_033286585.1	gene-LOC117132469
XM_009133024.3	gene-LOC103855970
XM_009133030.2	gene-LOC103855973
XM_009133031.3	gene-LOC103855974
XM_033286562.1	gene-LOC103855975
XM_009133033.3	gene-LOC103855976
XM_009133034.2	gene-LOC103855977
XM_033286583.1	gene-LOC103855977
XM_018657099.2	gene-LOC103855979
XM_009133038.2	gene-LOC103855980
XM_009133984.1	gene-LOC103856857
XM_009133040.3	gene-LOC103855981
XM_009133048.2	gene-LOC103855982
XM_009133041.3	gene-LOC103855982
XM_033286606.1	gene-LOC103855982
XM_033286603.1	gene-LOC103855982
XM_033286597.1	gene-LOC103855982
XM_033286602.1	gene-LOC103855982
XM_033286607.1	gene-LOC103855982
XM_009133042.3	gene-LOC103855982
XM_033286600.1	gene-LOC103855982
XM_033286596.1	gene-LOC103855982
XM_033286605.1	gene-LOC103855982
XM_033286598.1	gene-LOC103855982
XM_033286599.1	gene-LOC103855982
XM_033286604.1	gene-LOC103855982
XM_033286601.1	gene-LOC103855982
XM_033286595.1	gene-LOC103855982
XM_009133049.3	gene-LOC103855983
XM_018657072.2	gene-LOC103855985
XM_033286581.1	gene-LOC103855984
XM_009133052.3	gene-LOC103855984
XM_009133050.3	gene-LOC103855984
XM_033286582.1	gene-LOC103855984
XM_033286580.1	gene-LOC103855984
XM_009133054.3	gene-LOC103855986
XM_018657487.2	gene-LOC108871236
XM_033286563.1	gene-LOC103855987
XM_009133055.3	gene-LOC103855987
XM_009133060.3	gene-LOC103855990
XM_009133058.2	gene-LOC103855990
XM_009133056.3	gene-LOC103855988
XM_009133061.2	gene-LOC103855991
XM_033286587.1	gene-LOC103855992
XM_033286588.1	gene-LOC103855992
XM_009133066.3	gene-LOC103855996
XM_009133063.3	gene-LOC103855993
XM_009133065.3	gene-LOC103855994
XM_033286594.1	gene-LOC103855994
XM_009133064.3	gene-LOC103855994
XM_033286593.1	gene-LOC103855994
XM_009133067.3	gene-LOC103855997
XM_009133068.3	gene-LOC103855998
XM_009133069.3	gene-LOC103855999
XM_033286568.1	gene-LOC103856000
XM_009133070.2	gene-LOC103856000
XM_033286567.1	gene-LOC103856000
XM_009133071.3	gene-LOC103856001
XM_009133072.3	gene-LOC103856002
XM_009133073.3	gene-LOC103856003
XM_009133074.3	gene-LOC103856003
XM_018657247.2	gene-LOC103856004
XM_018657248.2	gene-LOC103856004
XM_009133075.3	gene-LOC103856005
XM_009133076.3	gene-LOC103856005
XM_033289104.1	gene-LOC103856860
XM_009133078.3	gene-LOC103856007
XM_009133077.3	gene-LOC103856007
XM_033286590.1	gene-LOC103856009
XM_033286591.1	gene-LOC103856009
XM_009133079.3	gene-LOC103856008
XM_009133080.3	gene-LOC103856008
XM_009133082.3	gene-LOC103856010
XM_009133083.3	gene-LOC103856011
XM_009133084.3	gene-LOC103856012
XM_009133085.3	gene-LOC103856013
XM_009133086.3	gene-LOC103856014
XM_009133087.3	gene-LOC103856015
XM_009133089.3	gene-LOC103856016
XM_009133090.2	gene-LOC103856017
XM_009133095.3	gene-LOC103856019
XM_009133093.2	gene-LOC103856019
XM_009133094.3	gene-LOC103856019
XM_009133096.2	gene-LOC103856019
XM_009133091.3	gene-LOC103856018
XM_009133097.3	gene-LOC103856020
XM_009133098.3	gene-LOC103856021
XM_033286561.1	gene-LOC103856023
XM_009133103.3	gene-LOC103856023
XM_009133102.3	gene-LOC103856023
XM_009133100.3	gene-LOC103856022
XM_009133104.3	gene-LOC103856024
XM_009133105.3	gene-LOC103856025
XM_033286574.1	gene-LOC103856026
XM_033286575.1	gene-LOC103856026
XM_009133106.3	gene-LOC103856026
XM_009133107.3	gene-LOC103856027
XM_033286612.1	gene-LOC103856613
XM_009133108.3	gene-LOC103856028
XM_033286579.1	gene-LOC103856029
XM_009133109.3	gene-LOC103856029
XM_009133110.3	gene-LOC103856030
XM_009133112.3	gene-LOC103856031
XM_009133111.3	gene-LOC103856031
XM_009133113.3	gene-LOC103856032
XM_009133114.3	gene-LOC103856033
XM_009133115.3	gene-LOC103856034
XM_009133116.2	gene-LOC103856035
XM_009133117.3	gene-LOC103856036
XM_033287260.1	gene-LOC103856038
XM_009133120.3	gene-LOC103856039
XM_009133121.3	gene-LOC103856040
XM_009133122.3	gene-LOC103856044
XM_009133125.3	gene-LOC103856046
XM_009133123.3	gene-LOC103856045
XM_009133126.3	gene-LOC103856047
XM_009133127.3	gene-LOC103856048
XM_009133131.3	gene-LOC103856051
XM_009133128.2	gene-LOC103856049
XM_009133132.2	gene-LOC103856052
XM_009133133.3	gene-LOC103856055
XM_033287255.1	gene-LOC103856056
XM_009133134.2	gene-LOC103856056
XM_033287256.1	gene-LOC103856056
XM_033287258.1	gene-LOC103856056
XM_009133136.3	gene-LOC103856057
XM_009133137.3	gene-LOC103856058
XM_033287261.1	gene-LOC103856060
XM_033289108.1	gene-LOC117133066
XM_009133139.2	gene-LOC103856061
XM_009133141.3	gene-LOC103856063
XM_009133140.3	gene-LOC103856062
XM_009133142.3	gene-LOC103856064
XM_033287254.1	gene-LOC103856066
XM_009133144.3	gene-LOC103856068
XM_009133146.3	gene-LOC103856068
XM_009133143.3	gene-LOC103856067
XM_009133147.3	gene-LOC103856069
XM_009133148.3	gene-LOC103856070
XM_009133149.3	gene-LOC103856071
XM_009133991.2	gene-LOC103856863
XM_009133150.2	gene-LOC103856072
XM_009133151.3	gene-LOC103856073
XM_009133153.3	gene-LOC103856076
XM_009133152.3	gene-LOC103856074
XM_009133154.3	gene-LOC103856077
XM_033286360.1	gene-LOC103856078
XM_033286362.1	gene-LOC103856078
XM_033286361.1	gene-LOC103856078
NM_001302031.1	gene-LOC103856079
XM_009133159.3	gene-LOC103856080
XM_009133161.3	gene-LOC103856080
XM_009133160.3	gene-LOC103856080
XM_033286364.1	gene-LOC103856080
XM_009133162.3	gene-LOC103856081
XM_033286363.1	gene-LOC103856865
XM_009133163.3	gene-LOC103856082
XM_009133166.3	gene-LOC103856084
XM_009133167.3	gene-LOC103856085
XM_033287980.1	gene-LOC117132805
XM_033287981.1	gene-LOC117132805
XM_033287982.1	gene-LOC117132805
XM_009133168.3	gene-LOC103856086
XM_009133170.3	gene-LOC103856088
XM_033287979.1	gene-LOC103856089
XM_033287977.1	gene-LOC103856089
XM_009133171.3	gene-LOC103856089
XM_009133173.3	gene-LOC103856091
XM_033287975.1	gene-LOC103856090
XM_009133172.3	gene-LOC103856090
XM_009133174.3	gene-LOC103856094
XM_033287983.1	gene-LOC103832626
XM_033287989.1	gene-LOC103832626
XM_009108680.3	gene-LOC103832626
XM_033287986.1	gene-LOC103832626
XM_009108677.3	gene-LOC103832626
XM_033287984.1	gene-LOC103832626
XM_009108675.3	gene-LOC103832626
XM_009108678.3	gene-LOC103832626
XM_033287988.1	gene-LOC103832626
XM_033287987.1	gene-LOC103832626
XM_009108679.3	gene-LOC103832626
XM_033287976.1	gene-LOC103856092
XM_018657465.2	gene-LOC103856092
XM_018657458.2	gene-LOC103856098
XM_018657457.2	gene-LOC103856098
XM_018657456.2	gene-LOC103856098
XM_009133176.3	gene-LOC103856099
XM_009133177.3	gene-LOC103856100
XM_009133178.3	gene-LOC103856101
XM_009133179.3	gene-LOC103856102
XM_009133182.3	gene-LOC103856104
XM_009133183.3	gene-LOC103856104
XM_033287992.1	gene-LOC103856104
XM_009133181.3	gene-LOC103856103
XM_009133185.3	gene-LOC103856106
XM_009133184.3	gene-LOC103856106
XM_018657447.2	gene-LOC103856107
XM_018657446.2	gene-LOC103856107
XM_009133186.3	gene-LOC103856108
XM_009133187.3	gene-LOC103856110
XM_009133994.3	gene-LOC103856866
XM_009133188.2	gene-LOC103856111
XM_009133995.2	gene-LOC103856867
XM_009133191.3	gene-LOC103856113
XM_009133192.3	gene-LOC103856114
XM_009133195.3	gene-LOC103856116
XM_009133196.3	gene-LOC103856117
XM_009133197.3	gene-LOC103856118
XM_009133198.3	gene-LOC103856120
XM_009133199.3	gene-LOC103856120
XM_009133200.3	gene-LOC103856121
XM_009133202.3	gene-LOC103856122
XM_009133207.3	gene-LOC103856126
XM_009133206.3	gene-LOC103856125
XM_009133205.3	gene-LOC103856124
XM_009133204.3	gene-LOC103856124
XM_009133203.2	gene-LOC103856123
XM_033287578.1	gene-LOC103856127
XM_033287576.1	gene-LOC103856127
XM_009133208.3	gene-LOC103856127
XM_033287577.1	gene-LOC103856127
XM_009133209.3	gene-LOC103856128
XM_009133210.3	gene-LOC103856130
XM_009133211.3	gene-LOC103856131
XM_009133212.3	gene-LOC103856132
XM_033287582.1	gene-LOC103856133
XM_033287586.1	gene-LOC103856134
XM_009133217.3	gene-LOC103856134
XM_009133216.3	gene-LOC103856134
XM_009133218.2	gene-LOC103856135
XM_033287587.1	gene-LOC103856135
XM_009133219.3	gene-LOC103856136
XM_009133220.3	gene-LOC103856137
XM_033287581.1	gene-LOC103856139
XM_033287580.1	gene-LOC103856139
XM_033287579.1	gene-LOC103856139
XM_009133221.3	gene-LOC103856139
XM_009133222.2	gene-LOC103856141
XM_009133223.3	gene-LOC103856142
XM_009133225.3	gene-LOC103856143
XM_009133226.3	gene-LOC103856144
XM_033287570.1	gene-LOC108868761
XM_033287572.1	gene-LOC108868761
XM_033287568.1	gene-LOC108868761
XM_033287571.1	gene-LOC108868761
XM_033287573.1	gene-LOC108868761
XM_009133228.3	gene-LOC108868761
XM_033287569.1	gene-LOC108868761
XM_009133227.3	gene-LOC108868761
XM_018657449.2	gene-LOC108868761
XM_033287574.1	gene-LOC108868761
XM_033287575.1	gene-LOC108868761
XM_009133237.3	gene-LOC103856149
XM_009133236.3	gene-LOC103856149
XM_009133232.3	gene-LOC103856148
XM_033287584.1	gene-LOC117132723
XM_033287585.1	gene-LOC117132723
XM_009133238.3	gene-LOC103856152
XM_009133239.3	gene-LOC103856153
XM_009133241.3	gene-LOC103856155
XM_009133240.2	gene-LOC103856154
XM_033287567.1	gene-LOC103856154
XM_033287583.1	gene-LOC103856157
XM_009133242.3	gene-LOC103856157
XM_009133243.3	gene-LOC103856158
XM_009133244.3	gene-LOC103856159
XM_009133246.3	gene-LOC103856159
XM_009133247.3	gene-LOC103856160
XM_018657463.2	gene-LOC103856160
XM_033287005.1	gene-LOC103856161
XM_009133248.3	gene-LOC103856161
XM_033287004.1	gene-LOC103856161
XM_009133252.3	gene-LOC103856162
XM_009133253.3	gene-LOC103856163
XM_033287003.1	gene-LOC103856163
XM_009133254.3	gene-LOC103856163
XM_018657451.2	gene-LOC103856163
XM_033287006.1	gene-LOC103856165
XM_009133256.3	gene-LOC103856166
XM_009133257.3	gene-LOC103856166
XM_033287008.1	gene-LOC103856167
XM_033287007.1	gene-LOC103856167
XM_009133260.3	gene-LOC103856168
XM_033287276.1	gene-LOC103856168
XM_033287277.1	gene-LOC103856168
XM_033287269.1	gene-LOC103856868
XM_033287273.1	gene-LOC103856869
XM_009133261.2	gene-LOC103856171
XM_009133262.3	gene-LOC103856172
XM_033287266.1	gene-LOC103856172
XM_009133998.2	gene-LOC103856870
XM_009133265.3	gene-LOC103856175
XM_009133266.3	gene-LOC103856176
XM_033287282.1	gene-LOC103856177
XM_018657867.2	gene-LOC103856178
XM_033287275.1	gene-LOC103856178
XM_009133268.3	gene-LOC103856178
XM_009133269.3	gene-LOC103856178
XM_009133270.3	gene-LOC103856179
XM_033287281.1	gene-LOC103856181
XM_009133272.2	gene-LOC103856181
XM_009133273.3	gene-LOC103856182
XM_009133274.2	gene-LOC103856182
XM_033287280.1	gene-LOC103856182
XM_009133276.2	gene-LOC103856184
XM_018657827.2	gene-LOC103856184
XM_009133277.3	gene-LOC103856184
XM_009133278.3	gene-LOC103856185
XM_009133279.3	gene-LOC103856185
XM_009133280.3	gene-LOC103856185
XM_009133281.3	gene-LOC103856186
XM_033287271.1	gene-LOC103856187
XM_009133283.2	gene-LOC103856188
XM_009133284.3	gene-LOC103856189
XM_033287267.1	gene-LOC103856189
XM_033287265.1	gene-LOC103856190
XM_033287268.1	gene-LOC117132574
XM_033287274.1	gene-LOC117132575
XM_033287279.1	gene-LOC117132577
XM_033287278.1	gene-LOC117132576
XM_033287270.1	gene-LOC103856191
XM_009133288.2	gene-LOC103856192
XM_009133289.2	gene-LOC103856193
XM_009133290.3	gene-LOC103856194
XM_018658115.2	gene-LOC103856195
XM_009133291.3	gene-LOC103856195
XM_009133293.3	gene-LOC103856197
